Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
1980-12-12,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,469033600
1980-12-15,0.09357534348964691,0.09400456286814542,0.09357534348964691,0.09400456286814542,175884800
1980-12-16,0.08670706301927567,0.08713627642763075,0.08670706301927567,0.08713627642763075,105728000
1980-12-17,0.08885318785905838,0.08928240722226835,0.08885318785905838,0.08885318785905838,86441600
1980-12-18,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,73449600
1980-12-19,0.09700903296470642,0.09743825217994954,0.09700903296470642,0.09700903296470642,48630400
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200
1980-12-23,0.1060233935713768,0.1064526129746241,0.1060233935713768,0.1060233935713768,46950400
1980-12-24,0.11160316318273544,0.11203238240043643,0.11160316318273544,0.11160316318273544,48003200
1980-12-26,0.1219051256775856,0.12233434490262861,0.12190512567758559,0.12190512567758559,55574400
1980-12-29,0.12362204492092133,0.12405126433277763,0.12362204492092133,0.12362204492092133,93161600
1980-12-30,0.12061753123998642,0.12104673918722271,0.12061753123998642,0.12104673918722271,68880000
1980-12-31,0.11718375980854034,0.1176129790746809,0.11718375980854034,0.1176129790746809,35750400
1981-01-02,0.11847143620252609,0.11932987495260332,0.11847143620252609,0.11847143620252609,21660800
1981-01-05,0.11589616537094116,0.11632537336723603,0.11589616537094116,0.11632537336723603,35728000
1981-01-06,0.11074476689100266,0.1111739862720421,0.11074476689100266,0.1111739862720421,45158400
1981-01-07,0.1060233935713768,0.1064526129746241,0.1060233935713768,0.1064526129746241,55686400
1981-01-08,0.10387727618217468,0.10430648394447353,0.10387727618217468,0.10430648394447353,39827200
1981-01-09,0.1094571053981781,0.1098863247211355,0.1094571053981781,0.1094571053981781,21504000
1981-01-12,0.10859867930412292,0.10945710649660394,0.10859867930412291,0.10945710649660394,23699200
1981-01-13,0.10473573207855225,0.10516495142137225,0.10473573207855225,0.10516495142137225,23049600
1981-01-14,0.10516495257616043,0.10559417192369358,0.10516495257616043,0.10516495257616043,14291200
1981-01-15,0.10731099545955658,0.10816942235346028,0.10731099545955658,0.10731099545955658,14067200
1981-01-16,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,13395200
1981-01-19,0.1128908023238182,0.11332002151471468,0.1128908023238182,0.1128908023238182,41574400
1981-01-20,0.1094571053981781,0.1098863247211355,0.1094571053981781,0.1098863247211355,30083200
1981-01-21,0.11160316318273544,0.11246159015609193,0.11160316318273544,0.11160316318273544,15904000
1981-01-22,0.1128908023238182,0.11374924070561114,0.1128908023238182,0.1128908023238182,35548800
1981-01-23,0.11246158927679062,0.11332002770548075,0.11246158927679062,0.11289080849113568,11222400
1981-01-26,0.11074476689100266,0.1111739862720421,0.11074476689100266,0.1111739862720421,24640000
1981-01-27,0.10988633334636688,0.11074476059761333,0.10988633334636688,0.11074476059761333,23699200
